Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.0.1-192.168.10.50-17771-80-6,172.16.0.1,17771,192.168.10.50,80,6,7/7/2017 3:59,4619894,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,6.493655482,1.082275914,1154973.5,2308601.715,4617876,3,4619894,1154973.5,2308601.715,4617876,3,0,0.0,0.0,0,0,0,0,0,0,100,0,1.082275914,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-52099-80-6,172.16.0.1,52099,192.168.10.50,80,6,7/7/2017 4:08,6006851,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.994297345,0.832382891,1501712.75,2999777.725,6001379,1001,6006851,1501712.75,2999777.725,6001379,1001,0,0.0,0.0,0,0,0,0,0,0,100,0,0.832382891,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,5472.0,0.0,5472,5472,6001379.0,0.0,6001379,6001379,DDoS
172.16.0.1-192.168.10.50-54145-80-6,192.168.10.50,80,172.16.0.1,54145,6,7/7/2017 3:59,7837555,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,5.358814069,0.893135678,1306259.167,3181160.609,7799743,3,0,0.0,0.0,0,0,7810742,1562148.4,3486923.254,7799743,3,0,0,0,0,20,120,0.127590811,0.765544867,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,37812.0,0.0,37812,37812,7799743.0,0.0,7799743,7799743,BENIGN
192.168.10.3-192.168.10.9-53-49676-17,192.168.10.9,49676,192.168.10.3,53,17,7/7/2017 4:31,25376,2,2,62,240,31,31,31.0,0.0,120,120,120.0,0.0,11901.00883,157.629256,8458.666667,14644.77826,25369,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,64,78.81462799,78.81462799,31,120,66.6,48.74730762,2376.3,0,0,0,0,0,0,0,0,1,83.25,31.0,120.0,40,0,0,0,0,0,0,2,62,2,240,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.19-53-18189-17,192.168.10.19,18189,192.168.10.3,53,17,7/7/2017 3:48,362315,2,2,66,98,33,33,33.0,0.0,49,49,49.0,0.0,452.644798,11.04011703,120771.6667,209177.4666,362309,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,5.520058513,5.520058513,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33.0,49.0,64,0,0,0,0,0,0,2,66,2,98,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-52023-80-6,172.16.0.1,52023,192.168.10.50,80,6,7/7/2017 4:06,407794,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,28526.65807,17.16552965,67965.66667,166069.4008,406953,12,780,390.0,485.0752519,733,47,407746,135915.3333,234725.8196,406953,12,0,0,0,0,72,92,7.356655566,9.808874088,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-17003-80-6,172.16.0.1,17003,192.168.10.50,80,6,7/7/2017 3:58,2607015,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,11.50741365,1.917902275,651753.75,1302862.246,2606047,1,2607015,651753.75,1302862.246,2606047,1,0,0.0,0.0,0,0,0,0,0,0,100,0,1.917902275,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.3-192.168.10.9-53-51832-17,192.168.10.9,51832,192.168.10.3,53,17,7/7/2017 4:16,223,2,2,60,414,30,30,30.0,0.0,207,207,207.0,0.0,2125560.538,17937.21973,74.33333333,122.6879511,216,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,8968.609865,8968.609865,30,207,100.8,96.94689268,9398.7,0,0,0,0,0,0,0,0,1,126.0,30.0,207.0,64,0,0,0,0,0,0,2,60,2,414,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-58195-80-6,172.16.0.1,58195,192.168.10.50,80,6,7/7/2017 4:10,93807922,8,5,56,11601,20,0,7.0,5.656854249,8760,0,2320.2,3668.897,124.2645584,0.138581046,7817326.833,26700000.0,92700000,7,93700000,13400000.0,35000000.0,92700000,7,112552,28138.0,44823.15447,94180,177,0,0,0,0,172,112,0.085280644,0.053300402,0,8760,833.0714286,2337.724089,5464953.918,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,953991.0,0.0,953991,953991,92700000.0,0.0,92700000,92700000,DDoS
172.16.0.1-192.168.10.50-25913-80-6,172.16.0.1,25913,192.168.10.50,80,6,7/7/2017 4:04,659593,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,17627.53698,13.64477792,82449.125,230747.1139,653498,11,5785,2892.5,4024.144692,5738,47,659582,131916.4,291583.5944,653498,15,0,0,0,0,72,132,4.548259305,9.096518611,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.3-192.168.10.15-53-51526-17,192.168.10.15,51526,192.168.10.3,53,17,7/7/2017 4:53,60183,4,2,172,198,43,43,43.0,0.0,99,99,99.0,0.0,6147.915524,99.69592742,12036.6,16478.44488,30418,3,30425,10141.66667,17559.81977,30418,3,4,4.0,0.0,4,4,0,0,0,0,104,40,66.46395161,33.23197581,43,99,59.0,27.32520204,746.6666667,0,0,0,0,0,0,0,0,0,68.83333333,43.0,99.0,104,0,0,0,0,0,0,4,172,2,198,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.217.10.138-192.168.10.5-443-56096-6,192.168.10.5,56096,172.217.10.138,443,6,7/7/2017 4:00,118290804,49,74,1326,92842,216,0,27.06122449,49.76377873,2860,0,1254.621622,676.1838062,796.072026,1.03981033,969596.7541,7493912.461,58900000,1,118000000,2464391.75,11900000.0,58900000,33,118000000,1619256.562,9670161.194,59000000,1,0,0,0,0,992,1492,0.414233384,0.625576947,0,2860,759.4193548,798.8850065,638217.2536,0,0,0,1,0,0,0,0,1,765.5934959,27.06122449,1254.621622,992,0,0,0,0,0,0,49,1326,74,92842,8192,360,48,20,324263.0,337521.8657,562927,85599,58800000.0,195700.287,58900000,58600000,BENIGN
172.16.0.1-192.168.10.50-20969-80-6,172.16.0.1,20969,192.168.10.50,80,6,7/7/2017 4:01,47230,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,246178.2765,190.5568495,5903.75,13818.91548,39590,48,7156,3578.0,4815.39718,6983,173,47182,9436.4,17142.04233,39590,52,0,0,0,0,72,132,63.51894982,127.0378996,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-25416-80-6,172.16.0.1,25416,192.168.10.50,80,6,7/7/2017 4:04,187377,2,7,20,11607,20,0,10.0,14.14213562,5840,0,1658.142857,2137.29708,62051.37237,48.03150867,23422.125,65814.60845,186304,2,706,706.0,0.0,706,706,187363,31227.16667,75972.35952,186304,2,0,0,0,0,52,152,10.67366859,37.35784008,0,5840,1162.7,1918.795458,3681776.011,0,0,0,1,0,0,0,0,3,1291.888889,10.0,1658.142857,52,0,0,0,0,0,0,2,20,7,11607,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49178-80-6,192.168.10.50,80,172.16.0.1,49178,6,7/7/2017 4:14,5869211,1,7,6,42,6,6,6.0,0.0,6,6,6.0,0.0,8.178271321,1.36304522,838458.7143,2203722.504,5836005,1,0,0.0,0.0,0,0,5854844,975807.3333,2381009.964,5836005,1,0,0,0,0,20,140,0.170380653,1.192664568,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,7,6.75,6.0,6.0,20,0,0,0,0,0,0,1,6,7,42,229,0,0,20,33206.0,0.0,33206,33206,5836005.0,0.0,5836005,5836005,BENIGN
172.16.0.1-192.168.10.50-21109-80-6,192.168.10.50,80,172.16.0.1,21109,6,7/7/2017 4:01,8027109,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,4.484802685,0.747467114,1605421.8,3582922.786,8014747,3,0,0.0,0.0,0,0,8022789,2005697.25,4006034.367,8014747,3,0,0,0,0,20,100,0.124577852,0.622889262,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,12362.0,0.0,12362,12362,8014747.0,0.0,8014747,8014747,BENIGN
172.16.0.1-192.168.10.50-30332-80-6,192.168.10.50,80,172.16.0.1,30332,6,7/7/2017 4:08,3975545,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,9.055362221,1.509227037,795109.0,1761846.736,3946732,0,0,0.0,0.0,0,0,3948917,987229.25,1973002.101,3946732,0,0,0,0,0,20,100,0.251537839,1.257689197,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.14-53-62157-17,192.168.10.14,62157,192.168.10.3,53,17,7/7/2017 4:04,24026,2,2,82,226,41,41,41.0,0.0,113,113,113.0,0.0,12819.4456,166.4863065,8008.666667,13788.27913,23930,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,40,40,83.24315325,83.24315325,41,113,69.8,39.43602414,1555.2,0,0,0,0,0,0,0,0,1,87.25,41.0,113.0,40,0,0,0,0,0,0,2,82,2,226,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-55675-80-6,192.168.10.50,80,172.16.0.1,55675,6,7/7/2017 4:08,756489,7,2,11607,26,4380,0,1658.142857,2117.853979,20,6,13.0,9.899494937,15377.6195,11.89706658,94561.125,267133.2443,755682,9,756489,126081.5,308440.0935,755682,9,18,18.0,0.0,18,18,0,0,0,0,164,40,9.253274007,2.643792573,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,0,1292.555556,1658.142857,13.0,164,0,0,0,0,0,0,7,11607,2,26,8192,256,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.12-195.154.148.3-34852-80-6,192.168.10.12,34852,195.154.148.3,80,6,7/7/2017 3:42,30787766,16,19,1055,21018,584,0,65.9375,181.3528674,2896,0,1106.210526,903.1055419,716.9406186,1.136815188,905522.5294,2853431.711,10200000,2,21100000,1406256.6,3553214.834,10300000,48,30700000,1705063.167,3821050.886,10300000,2,0,0,0,0,520,616,0.519686943,0.617128245,0,2896,613.1388889,844.4813845,713148.8087,0,0,0,1,0,0,0,0,1,630.6571429,65.9375,1106.210526,520,0,0,0,0,0,0,16,1055,19,21018,29200,131,2,32,441838.5,488494.1132,787256,96421,10100000.0,144975.2749,10200000,10000000,BENIGN
172.16.0.1-192.168.10.50-34440-80-6,172.16.0.1,34440,192.168.10.50,80,6,7/7/2017 4:10,33434,2,5,20,11607,20,0,10.0,14.14213562,5840,0,2321.4,3173.373883,347759.7655,209.3677095,5572.333333,13189.20514,32489,3,736,736.0,0.0,736,736,33418,8354.5,16093.05479,32489,3,0,0,0,0,52,112,59.81934558,149.5483639,0,5840,1453.375,2681.356423,7189672.268,0,0,0,1,0,0,0,0,2,1661.0,10.0,2321.4,52,0,0,0,0,0,0,2,20,5,11607,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-37814-80-6,192.168.10.50,80,172.16.0.1,37814,6,7/7/2017 4:12,7555501,1,5,1375,24,1375,1375,1375.0,0.0,6,0,4.8,2.683281573,185.1631017,0.794123381,1511100.2,3370359.97,7540179,1,0,0.0,0.0,0,0,7544821,1886205.25,3769316.001,7540179,1,1,0,0,0,20,112,0.132353897,0.661769484,0,1375,396.2857143,668.5927296,447016.2381,0,1,0,0,1,1,0,0,5,462.3333333,1375.0,4.8,20,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,15322.0,0.0,15322,15322,7540179.0,0.0,7540179,7540179,BENIGN
192.168.10.3-192.168.10.9-53-62202-17,192.168.10.9,62202,192.168.10.3,53,17,7/7/2017 4:16,173,2,2,86,204,43,43,43.0,0.0,102,102,102.0,0.0,1676300.578,23121.38728,57.66666667,93.82075108,166,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,11560.69364,11560.69364,43,102,66.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,1,83.25,43.0,102.0,64,0,0,0,0,0,0,2,86,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-60619-80-6,172.16.0.1,60619,192.168.10.50,80,6,7/7/2017 4:13,63042,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,475.8732274,79.31220456,15760.5,30450.55579,61433,213,63042,15760.5,30450.55579,61433,213,0,0.0,0.0,0,0,0,0,0,0,100,0,79.31220456,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14902-80-6,172.16.0.1,14902,192.168.10.50,80,6,7/7/2017 3:57,754283,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,15422.59338,10.60609877,107754.7143,284642.4974,753263,4,785,392.5,475.8828637,729,56,754236,188559.0,376469.4757,753263,4,0,0,0,0,72,112,3.977287039,6.628811732,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-59560-80-6,172.16.0.1,59560,192.168.10.50,80,6,7/7/2017 4:02,2027975,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,11.83446542,1.972410903,675991.6667,1169988.589,2026978,4,2027975,675991.6667,1169988.589,2026978,4,0,0.0,0.0,0,0,0,0,0,0,80,0,1.972410903,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.3-192.168.10.12-53-27330-17,192.168.10.12,27330,192.168.10.3,53,17,7/7/2017 4:13,207,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1294685.99,19323.6715,69.0,78.63205453,156,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,9661.835749,9661.835749,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,40,0,0,0,0,0,0,2,64,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.9-53-50619-17,192.168.10.9,50619,192.168.10.3,53,17,7/7/2017 3:36,62026,2,2,88,344,44,44,44.0,0.0,172,172,172.0,0.0,6964.821204,64.48908522,20675.33333,35766.56758,61975,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,32.24454261,32.24454261,44,172,95.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,119.0,44.0,172.0,40,0,0,0,0,0,0,2,88,2,344,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-62533-80-6,172.16.0.1,62533,192.168.10.50,80,6,7/7/2017 4:03,76694,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,151680.7051,104.3106371,10956.28571,28594.65098,75801,11,644,322.0,435.5777772,630,14,76676,19169.0,37755.69682,75801,11,0,0,0,0,72,112,39.1164889,65.19414817,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.15-69.4.95.11-59359-80-6,192.168.10.15,59359,69.4.95.11,80,6,7/7/2017 4:13,277,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,43321.29964,7220.216606,277.0,0.0,277,277,277,277.0,0.0,277,277,0,0.0,0.0,0,0,0,0,0,0,40,0,7220.216606,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,252,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-28127-80-6,172.16.0.1,28127,192.168.10.50,80,6,7/7/2017 4:06,769231,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,15122.89546,9.09999727,128205.1667,313574.3856,768286,5,836,418.0,509.1168825,778,58,769134,256378.0,443325.5304,768286,5,0,0,0,0,72,92,3.89999883,5.19999844,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-57746-80-6,172.16.0.1,57746,192.168.10.50,80,6,7/7/2017 4:00,76842849,8,7,56,11601,20,0,7.0,5.656854249,5840,0,1657.285714,1964.895647,151.6992167,0.19520359,5488774.929,19200000.0,72100000,3,76800000,11000000.0,27000000.0,72100000,3,30454,5075.666667,9692.872199,24443,46,0,0,0,0,172,152,0.104108581,0.091095009,0,5840,728.9375,1503.11044,2259340.996,0,0,0,0,1,0,0,0,0,777.5333333,7.0,1657.285714,172,0,0,0,0,0,0,8,56,7,11601,256,229,6,20,4708514.0,0.0,4708514,4708514,72100000.0,0.0,72100000,72100000,DDoS
172.16.0.1-192.168.10.50-58516-80-6,192.168.10.50,80,172.16.0.1,58516,6,7/7/2017 4:12,7763595,1,5,1375,24,1375,1375,1375.0,0.0,6,0,4.8,2.683281573,180.2000233,0.772837841,1552719.0,3450761.645,7725576,3,0,0.0,0.0,0,0,7760793,1940198.25,3856951.315,7725576,3,1,0,0,0,20,112,0.128806307,0.644031534,0,1375,396.2857143,668.5927296,447016.2381,0,1,0,0,1,1,0,0,5,462.3333333,1375.0,4.8,20,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,38019.0,0.0,38019,38019,7725576.0,0.0,7725576,7725576,BENIGN
172.16.0.1-192.168.10.50-53664-80-6,172.16.0.1,53664,192.168.10.50,80,6,7/7/2017 3:57,70245525,8,6,56,11607,20,0,7.0,5.656854249,4380,0,1934.5,2177.344966,166.0319287,0.199300952,5403501.923,18100000.0,65500000,1,70000000,10000000.0,24500000.0,65500000,1,213854,42770.8,94944.93835,212612,17,0,0,0,0,172,132,0.113886258,0.085414694,0,4380,777.9333333,1627.46176,2648631.781,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,4524922.0,0.0,4524922,4524922,65500000.0,0.0,65500000,65500000,DDoS
172.16.0.1-192.168.10.50-21859-80-6,172.16.0.1,21859,192.168.10.50,80,6,7/7/2017 4:01,151550,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,76760.14517,52.78785879,21650.0,56771.29953,150394,3,893,446.5,566.3925317,847,46,151433,37858.25,75024.77977,150394,3,0,0,0,0,72,112,19.79544705,32.99241175,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.9-216.58.219.193-9297-443-6,192.168.10.9,9297,216.58.219.193,443,6,7/7/2017 3:40,404637,22,25,1002,26361,342,0,45.54545455,85.52233196,1430,0,1054.44,596.3989912,67623.57372,116.1534907,8796.456522,27847.83338,177543,0,404637,19268.42857,39305.0593,177543,48,344045,14335.20833,44675.66124,214151,4,0,0,0,0,452,512,54.36971903,61.78377163,0,1430,570.0625,667.3750869,445389.5066,0,0,0,1,0,0,0,0,1,582.1914894,45.54545455,1054.44,452,0,0,0,0,0,0,22,1002,25,26361,8192,360,21,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.16-31.13.80.36-47286-443-6,31.13.80.36,443,192.168.10.16,47286,6,7/7/2017 3:58,5,4,0,115,0,46,0,28.75,20.12254126,0,0,0.0,0.0,23000000.0,800000.0,1.666666667,1.527525232,3,0,5,1.666666667,1.527525232,3,0,0,0.0,0.0,0,0,1,0,0,0,128,0,800000.0,0.0,0,46,30.6,17.91089054,320.8,0,1,0,0,1,0,0,0,0,38.25,28.75,0.0,128,0,0,0,0,0,0,4,115,0,0,118,-1,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-18429-80-6,192.168.10.50,80,172.16.0.1,18429,6,7/7/2017 3:59,11918077,1,5,1375,24,1375,1375,1375.0,0.0,6,0,4.8,2.683281573,117.384709,0.503436922,2383615.4,5312942.031,11900000,5,0,0.0,0.0,0,0,11900000,2972918.0,5943171.461,11900000,5,1,0,0,0,20,112,0.083906154,0.419530768,0,1375,396.2857143,668.5927296,447016.2381,0,1,0,0,1,1,0,0,5,462.3333333,1375.0,4.8,20,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,30402.0,0.0,30402,30402,11900000.0,0.0,11900000,11900000,BENIGN
192.168.10.3-192.168.10.19-53-41475-17,192.168.10.19,41475,192.168.10.3,53,17,7/7/2017 3:50,222,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1243243.243,18018.01802,74.0,45.033321,126,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,64,9009.009009,9009.009009,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.15-23.52.155.27-58653-80-6,192.168.10.15,58653,23.52.155.27,80,6,7/7/2017 3:56,5251199,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.285192391,0.761730797,1750399.667,3010913.148,5227075,43,5251199,2625599.5,3679041.934,5227075,24124,0,0.0,0.0,0,0,0,0,0,0,72,32,0.571298098,0.190432699,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-50206-80-6,172.16.0.1,50206,192.168.10.50,80,6,7/7/2017 4:07,9015772,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.327502071,0.554583678,2253943.0,4501897.99,9006787,1,9015772,2253943.0,4501897.99,9006787,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.554583678,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,8985.0,0.0,8985,8985,9006787.0,0.0,9006787,9006787,DDoS
172.16.0.1-192.168.10.50-58831-80-6,192.168.10.50,80,172.16.0.1,58831,6,7/7/2017 4:10,44230,5,2,11607,26,11595,0,2321.4,5184.100867,20,6,13.0,9.899494937,263011.5306,158.263622,7371.666667,17730.70749,43562,4,44230,11057.5,21671.47645,43562,4,49,49.0,0.0,49,49,0,0,0,0,124,40,113.0454443,45.21817771,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,0,1661.857143,2321.4,13.0,124,0,0,0,0,0,0,5,11607,2,26,8192,256,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-42772-80-6,172.16.0.1,42772,192.168.10.50,80,6,7/7/2017 4:15,504269,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,23057.13815,15.86454849,72038.42857,184271.5878,489790,51,13822,6911.0,8684.685487,13052,770,504170,126042.5,242581.4949,489790,159,0,0,0,0,72,112,5.949205682,9.915342803,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
